Date,Old Testament,New Testament,Psalm,Proverbs
26-May-2018,Isaiah 12:1-14:2,2 Corinthians 13:1-6,Psalm 57:4-11,Proverbs 16:1-3
27-May-2018,Isaiah 14:3-32,2 Corinthians 13:7-13,Psalm 58:1-9,Proverbs 16:4-5
28-May-2018,Isaiah 15:1-16:14,Galatians 1:1-10,Psalm 58:10-11,Proverbs 16:6-7
29-May-2018,Isaiah 17:1-18:7,Galatians 1:11-24,Psalm 59:1-13,Proverbs 16:8-9
30-May-2018,Isaiah 19:1-25,Galatians 2:1-10,Psalm 59:14-17,Proverbs 16:10-11
31-May-2018,Isaiah 20:1-21:17,Galatians 2:11-16,Psalm 60:1-5,Proverbs 16:12-13
1-Jun-2018,Isaiah 22:1-25,Galatians 2:17-21,Psalm 60:6-12,Proverbs 16:14-15
2-Jun-2018,Isaiah 23:1-24:23,Galatians 3:1-9,Psalm 61:1-3,Proverbs 16:16-17
3-Jun-2018,Isaiah 25:1-26:21,Galatians 3:10-14,Psalm 61:4-8,Proverbs 16:18
4-Jun-2018,Isaiah 27:1-28:13,Galatians 3:15-22,Psalm 62:1-8,Proverbs 16:19-20
5-Jun-2018,Isaiah 28:14-29:14,Galatians 3:23-4:20,Psalm 62:9-12,Proverbs 16:21-23
6-Jun-2018,Isaiah 29:15-30:11,Galatians 4:21-31,Psalm 63:1-5,Proverbs 16:24
7-Jun-2018,Isaiah 30:12-31:9,Galatians 5:1-6,Psalm 63:6-11,Proverbs 16:25
8-Jun-2018,Isaiah 32:1-33:9,Galatians 5:7-12,Psalm 64:1-9,Proverbs 16:26-27
9-Jun-2018,Isaiah 33:10-35:10,Galatians 5:13-18,Psalm 64:10,Proverbs 16:28-30
10-Jun-2018,Isaiah 36:1-22,Galatians 5:19-26,Psalm 65:1-4,Proverbs 16:31-33
11-Jun-2018,Isaiah 37:1-29,Galatians 6:1-10,Psalm 65:5-13,Proverbs 17:1
12-Jun-2018,Isaiah 37:30-38:22,Galatians 6:11-18,Psalm 66:1-7,Proverbs 17:2-3
13-Jun-2018,Isaiah 39:1-40:17,Ephesians 1:1-14,Psalm 66:8-20,Proverbs 17:4-5
14-Jun-2018,Isaiah 40:18-41:16,Ephesians 1:15-23,Psalm 67:1-3,Proverbs 17:6
15-Jun-2018,Isaiah 41:17-42:9,Ephesians 2:1-10,Psalm 67:4-7,Proverbs 17:7-8
16-Jun-2018,Isaiah 42:10-43:13,Ephesians 2:11-22,Psalm 68:1-6,Proverbs 17:9-11
17-Jun-2018,Isaiah 43:14-44:8,Ephesians 3:1-11,Psalm 68:7-18,Proverbs 17:12-13
18-Jun-2018,Isaiah 44:9-45:10,Ephesians 3:12-21,Psalm 68:19-31,Proverbs 17:14-15
19-Jun-2018,Isaiah 45:11-46:13,Ephesians 4:1-8,Psalm 68:32-35,Proverbs 17:16
20-Jun-2018,Isaiah 47:1-48:11,Ephesians 4:9-16,Psalm 69:1-13a,Proverbs 17:17-18
21-Jun-2018,Isaiah 48:12-49:12,Ephesians 4:17-24,Psalm 69:13b-18,Proverbs 17:19-21
22-Jun-2018,Isaiah 49:13-50:11,Ephesians 4:25-32,Psalm 69:19-31,Proverbs 17:22
23-Jun-2018,Isaiah 51:1-23,Ephesians 5:1-9,Psalm 69:32-36,Proverbs 17:23
24-Jun-2018,Isaiah 52:1-53:12,Ephesians 5:10-33,Psalm 70:1-5,Proverbs 17:24-25
25-Jun-2018,Isaiah 54:1-55:13,Ephesians 6:1-9,Psalm 71:1-6,Proverbs 17:26
26-Jun-2018,Isaiah 56:1-57:14,Ephesians 6:10-24,Psalm 71:7-16,Proverbs 17:27-28
27-Jun-2018,Isaiah 57:15-58:14,Philippians 1:1-11,Psalm 71:17-24,Proverbs 18:1
28-Jun-2018,Isaiah 59:1-21,Philippians 1:12-26,Psalm 72:1-14,Proverbs 18:2-3
29-Jun-2018,Isaiah 60:1-22,Philippians 1:27-2:2,Psalm 72:15-20,Proverbs 18:4-5
30-Jun-2018,Isaiah 61:1-62:5,Philippians 2:3-18,Psalm 73:1-20,Proverbs 18:6-7
1-Jul-2018,Isaiah 62:6-64:12,Philippians 2:19-30,Psalm 73:21-28,Proverbs 18:8
2-Jul-2018,Isaiah 65:1-25,Philippians 3:1-3,Psalm 74:1-11,Proverbs 18:9-10
3-Jul-2018,Isaiah 66:1-9,Philippians 3:4-12,Psalm 74:12-23,Proverbs 18:11-12
4-Jul-2018,Isaiah 66:10-24,Philippians 3:13-21,Psalm 75:1-5,Proverbs 18:13
5-Jul-2018,Jeremiah 1:1-19,Philippians 4:1-7,Psalm 75:6-10,Proverbs 18:14-15
6-Jul-2018,Jeremiah 2:1-30,Philippians 4:8-23,Psalm 76:1-7,Proverbs 18:16-18
7-Jul-2018,Jeremiah 2:31-3:20,Colossians 1:1-10,Psalm 76:8-12,Proverbs 18:19
8-Jul-2018,Jeremiah 3:21-4:18,Colossians 1:11-17,Psalm 77:1-14,Proverbs 18:20-21
9-Jul-2018,Jeremiah 4:19-5:19,Colossians 1:18-27,Psalm 77:15-20,Proverbs 18:22
10-Jul-2018,Jeremiah 5:20-6:15,Colossians 1:28-2:7,Psalm 78:1-22,Proverbs 18:23-24
11-Jul-2018,Jeremiah 6:16-7:20,Colossians 2:8-12,Psalm 78:23-31,Proverbs 19:1-3
12-Jul-2018,Jeremiah 7:21-8:7,Colossians 2:13-23,Psalm 78:32-39,Proverbs 19:4-5
13-Jul-2018,Jeremiah 8:8-22,Colossians 3:1-11,Psalm 78:40-55,Proverbs 19:6-7
14-Jul-2018,Jeremiah 9:1-26,Colossians 3:12-17,Psalm 78:56-59,Proverbs 19:8-9
15-Jul-2018,Jeremiah 10:1-25,Colossians 3:18-4:6,Psalm 78:60-64,Proverbs 19:10-12
16-Jul-2018,Jeremiah 11:1-23,Colossians 4:7-18,Psalm 78:65-69,Proverbs 19:13-14
17-Jul-2018,Jeremiah 12:1-13:7,1 Thessalonians 1:1-10,Psalm 78:70-72,Proverbs 19:15-16
18-Jul-2018,Jeremiah 13:8-14:10,1 Thessalonians 2:1-8,Psalm 79:1-8,Proverbs 19:17
19-Jul-2018,Jeremiah 14:11-15:9,1 Thessalonians 2:9-16,Psalm 79:9-13,Proverbs 19:18-19
20-Jul-2018,Jeremiah 15:10-16:15,1 Thessalonians 2:17-3:13,Psalm 80:1-13,Proverbs 19:20-21
21-Jul-2018,Jeremiah 16:16-17:27,1 Thessalonians 4:1-12,Psalm 80:14-19,Proverbs 19:22-23
22-Jul-2018,Jeremiah 18:1-23,1 Thessalonians 4:13-5:3,Psalm 81:1-7,Proverbs 19:24-25
23-Jul-2018,Jeremiah 19:1-20:6,1 Thessalonians 5:4-11,Psalm 81:8-16,Proverbs 19:26
24-Jul-2018,Jeremiah 20:7-21:14,1 Thessalonians 5:12-28,Psalm 82:1-5,Proverbs 19:27-29
25-Jul-2018,Jeremiah 22:1-30,2 Thessalonians 1:1-6,Psalm 82:6-8,Proverbs 20:1
26-Jul-2018,Jeremiah 23:1-20,2 Thessalonians 1:7-12,Psalm 83:1-8,Proverbs 20:2-3
27-Jul-2018,Jeremiah 23:21-24:10,2 Thessalonians 2:1-12,Psalm 83:9-18,Proverbs 20:4-6
28-Jul-2018,Jeremiah 25:1-38,2 Thessalonians 2:13-17,Psalm 84:1-4,Proverbs 20:7
29-Jul-2018,Jeremiah 26:1-24,2 Thessalonians 3:1-5,Psalm 84:5-12,Proverbs 20:8-10
30-Jul-2018,Jeremiah 27:1-22,2 Thessalonians 3:6-18,Psalm 85:1-7,Proverbs 20:11
31-Jul-2018,Jeremiah 28:1-17,1 Timothy 1:1-11,Psalm 85:8-13,Proverbs 20:12
1-Aug-2018,Jeremiah 29:1-32,1 Timothy 1:12-20,Psalm 86:1-7,Proverbs 20:13-15
2-Aug-2018,Jeremiah 30:1-24,1 Timothy 2:1-7,Psalm 86:8-17,Proverbs 20:16-18
3-Aug-2018,Jeremiah 31:1-26,1 Timothy 2:8-15,Psalm 87:1-3,Proverbs 20:19
4-Aug-2018,Jeremiah 31:27-32:5,1 Timothy 3:1-5,Psalm 87:4-7,Proverbs 20:20-21
5-Aug-2018,Jeremiah 32:6-44,1 Timothy 3:6-16,Psalm 88:1-12,Proverbs 20:22-23
6-Aug-2018,Jeremiah 33:1-22,1 Timothy 4:1-6,Psalm 88:13-18,Proverbs 20:24-25
7-Aug-2018,Jeremiah 33:23-34:22,1 Timothy 4:7-16,Psalm 89:1-6,Proverbs 20:26-27
8-Aug-2018,Jeremiah 35:1-19,1 Timothy 5:1-16,Psalm 89:7-13,Proverbs 20:28-30
9-Aug-2018,Jeremiah 36:1-32,1 Timothy 5:17-25,Psalm 89:14-18,Proverbs 21:1-2
10-Aug-2018,Jeremiah 37:1-21,1 Timothy 6:1-11a,Psalm 89:19-37,Proverbs 21:3
11-Aug-2018,Jeremiah 38:1-28,1 Timothy 6:11b-21,Psalm 89:38-46a,Proverbs 21:4
12-Aug-2018,Jeremiah 39:1-40:6,2 Timothy 1:1-8,Psalm 89:46b-52,Proverbs 21:5-7
13-Aug-2018,Jeremiah 40:7-41:18,2 Timothy 1:9-18,Psalm 90:1-17,Proverbs 21:8-10
14-Aug-2018,Jeremiah 42:1-43:13,2 Timothy 2:1-7,Psalm 91:1-16,Proverbs 21:11-12
15-Aug-2018,Jeremiah 44:1-23,2 Timothy 2:8-21,Psalm 92:1-15,Proverbs 21:13
16-Aug-2018,Jeremiah 44:24-46:12,2 Timothy 2:22-26,Psalm 93:1-5,Proverbs 21:14-16
17-Aug-2018,Jeremiah 46:13-47:7,2 Timothy 3:1-17,Psalm 94:1-13,Proverbs 21:17-18
18-Aug-2018,Jeremiah 48:1-47,2 Timothy 4:1-5,Psalm 94:14-23,Proverbs 21:19-20
19-Aug-2018,Jeremiah 49:1-22,2 Timothy 4:6-22,Psalm 95:1-11,Proverbs 21:21-22
20-Aug-2018,Jeremiah 49:23-50:20,Titus 1:1-3,Psalm 96:1-13,Proverbs 21:23-24
21-Aug-2018,Jeremiah 50:21-46,Titus 1:4-16,Psalm 97:1-12,Proverbs 21:25-26
22-Aug-2018,Jeremiah 51:1-26,Titus 2:1-8,Psalm 98:1-9,Proverbs 21:27
23-Aug-2018,Jeremiah 51:27-53,Titus 2:9-15,Psalm 99:1-4,Proverbs 21:28-29
24-Aug-2018,Jeremiah 51:54-52:11,Titus 3:1-8,Psalm 99:5-9,Proverbs 21:30-31
25-Aug-2018,Jeremiah 52:12-34,Titus 3:9-15,Psalm 100:1-2,Proverbs 22:1
26-Aug-2018,Lamentations 1:1-22,Philemon 1:1-3,Psalm 100:3-5,Proverbs 22:2-4
27-Aug-2018,Lamentations 2:1-19,Philemon 1:4-25,Psalm 101:1-3,Proverbs 22:5-6
28-Aug-2018,Lamentations 2:20-3:24,Hebrews 1:1-8,Psalm 101:4-8,Proverbs 22:7
29-Aug-2018,Lamentations 3:25-66,Hebrews 1:9-14,Psalm 102:1-17,Proverbs 22:8-9
30-Aug-2018,Lamentations 4:1-22,Hebrews 2:1-13,Psalm 102:18-22,Proverbs 22:10-12
31-Aug-2018,Lamentations 5:1-22,Hebrews 2:14-18,Psalm 102:23-28,Proverbs 22:13
1-Sep-2018,Ezekiel 1:1-28,Hebrews 3:1-12,Psalm 103:1-12,Proverbs 22:14
2-Sep-2018,Ezekiel 2:1-3:15,Hebrews 3:13-19,Psalm 103:13-22,Proverbs 22:15
3-Sep-2018,Ezekiel 3:16-4:17,Hebrews 4:1-11,Psalm 104:1-7,Proverbs 22:16
4-Sep-2018,Ezekiel 5:1-6:14,Hebrews 4:12-16,Psalm 104:8-23,Proverbs 22:17-19
5-Sep-2018,Ezekiel 7:1-27,Hebrews 5:1-11,Psalm 104:24-30,Proverbs 22:20-21
6-Sep-2018,Ezekiel 8:1-9:11,Hebrews 5:12-14,Psalm 104:31-35,Proverbs 22:22-23
7-Sep-2018,Ezekiel 10:1-22,Hebrews 6:1-10,Psalm 105:1-7,Proverbs 22:24-25
8-Sep-2018,Ezekiel 11:1-25,Hebrews 6:11-20,Psalm 105:8-15,Proverbs 22:26-27
9-Sep-2018,Ezekiel 12:1-28,Hebrews 7:1-10,Psalm 105:16-26,Proverbs 22:28-29
10-Sep-2018,Ezekiel 13:1-14:11,Hebrews 7:11-17,Psalm 105:27-36,Proverbs 23:1-3
11-Sep-2018,Ezekiel 14:12-15:8,Hebrews 7:18-25,Psalm 105:37-45,Proverbs 23:4-5
12-Sep-2018,Ezekiel 16:1-41,Hebrews 7:26-28,Psalm 106:1-2,Proverbs 23:6-8
13-Sep-2018,Ezekiel 16:42-63,Hebrews 8:1-6,Psalm 106:3-5,Proverbs 23:9-11
14-Sep-2018,Ezekiel 17:1-24,Hebrews 8:7-13,Psalm 106:6-12,Proverbs 23:12
15-Sep-2018,Ezekiel 18:1-32,Hebrews 9:1-5,Psalm 106:13-23,Proverbs 23:13-14
16-Sep-2018,Ezekiel 19:1-14,Hebrews 9:6-10,Psalm 106:24-31,Proverbs 23:15-16
17-Sep-2018,Ezekiel 20:1-26,Hebrews 9:11-23,Psalm 106:32-46,Proverbs 23:17-18
18-Sep-2018,Ezekiel 20:27-49,Hebrews 9:24-28,Psalm 106:47-48,Proverbs 23:19-21
19-Sep-2018,Ezekiel 21:1-32,Hebrews 10:1-7,Psalm 107:1-3,Proverbs 23:22
20-Sep-2018,Ezekiel 22:1-31,Hebrews 10:8-17,Psalm 107:4-32,Proverbs 23:23
21-Sep-2018,Ezekiel 23:1-27,Hebrews 10:18-23,Psalm 107:33-43,Proverbs 23:24
22-Sep-2018,Ezekiel 23:28-49,Hebrews 10:24-36,Psalm 108:1-4,Proverbs 23:25-28
23-Sep-2018,Ezekiel 24:1-25:11,Hebrews 11:1-7,Psalm 108:5-13,Proverbs 23:29-35
24-Sep-2018,Ezekiel 25:12-26:21,Hebrews 11:8-16,Psalm 109:1-21a,Proverbs 24:1-2
25-Sep-2018,Ezekiel 27:1-36,Hebrews 11:17-23,Psalm 109:21b-31,Proverbs 24:3-4
26-Sep-2018,Ezekiel 28:1-26,Hebrews 11:24-31,Psalm 110:1-3,Proverbs 24:5-6
27-Sep-2018,Ezekiel 29:1-21,Hebrews 11:32-40,Psalm 110:4-7,Proverbs 24:7
28-Sep-2018,Ezekiel 30:1-26,Hebrews 12:1-13,Psalm 111:1-4a,Proverbs 24:8
29-Sep-2018,Ezekiel 31:1-18,Hebrews 12:14-24,Psalm 111:4b-10,Proverbs 24:9-10
30-Sep-2018,Ezekiel 32:1-32,Hebrews 12:25-29,Psalm 112:1-3,Proverbs 24:11-12
1-Oct-2018,Ezekiel 33:1-33,Hebrews 13:1-16,Psalm 112:4-10,Proverbs 24:13-14
2-Oct-2018,Ezekiel 34:1-31,Hebrews 13:17-25,Psalm 113:1-9,Proverbs 24:15-16
3-Oct-2018,Ezekiel 35:1-36:15,James 1:1-8,Psalm 114:1-8,Proverbs 24:17-20
4-Oct-2018,Ezekiel 36:16-38,James 1:9-18,Psalm 115:1-10,Proverbs 24:21-22
5-Oct-2018,Ezekiel 37:1-28,James 1:19-27,Psalm 115:11-18,Proverbs 24:23-25
6-Oct-2018,Ezekiel 38:1-23,James 2:1-17,Psalm 116:1-5,Proverbs 24:26
7-Oct-2018,Ezekiel 39:1-29,James 2:18-3:6,Psalm 116:6-14,Proverbs 24:27
8-Oct-2018,Ezekiel 40:1-27,James 3:7-18,Psalm 116:15-117:2,Proverbs 24:28-29
9-Oct-2018,Ezekiel 40:28-49,James 4:1-10,Psalm 118:1-7,Proverbs 24:30-34
10-Oct-2018,Ezekiel 41:1-26,James 4:11-17,Psalm 118:8-18,Proverbs 25:1-5
11-Oct-2018,Ezekiel 42:1-43:4,James 5:1-8,Psalm 118:19-26,Proverbs 25:6-8
12-Oct-2018,Ezekiel 43:5-27,James 5:9-20,Psalm 118:27-29,Proverbs 25:9-10
13-Oct-2018,Ezekiel 44:1-31,1 Peter 1:1-6a,Psalm 119:1-8,Proverbs 25:11-14
14-Oct-2018,Ezekiel 45:1-12,1 Peter 1:6b-12,Psalm 119:9-16,Proverbs 25:15
15-Oct-2018,Ezekiel 45:13-46:3,1 Peter 1:13-25,Psalm 119:17-24,Proverbs 25:16
16-Oct-2018,Ezekiel 46:4-24,1 Peter 2:1-10,Psalm 119:25-32,Proverbs 25:17
17-Oct-2018,Ezekiel 47:1-23,1 Peter 2:11-25,Psalm 119:33-40,Proverbs 25:18-19
18-Oct-2018,Ezekiel 48:1-35,1 Peter 3:1-7,Psalm 119:41-48,Proverbs 25:20-22
19-Oct-2018,Daniel 1:1-21,1 Peter 3:8-22,Psalm 119:49-58,Proverbs 25:23-24
20-Oct-2018,Daniel 2:1-23,1 Peter 4:1-6,Psalm 119:59-64,Proverbs 25:25-27
21-Oct-2018,Daniel 2:24-49,1 Peter 4:7-19,Psalm 119:65-72,Proverbs 25:28
22-Oct-2018,Daniel 3:1-30,1 Peter 5:1-14,Psalm 119:73-80,Proverbs 26:1-2
23-Oct-2018,Daniel 4:1-27,2 Peter 1:1-9,Psalm 119:81-88,Proverbs 26:3-5
24-Oct-2018,Daniel 4:28-37,2 Peter 1:10-21,Psalm 119:89-96,Proverbs 26:6-8
25-Oct-2018,Daniel 5:1-12,2 Peter 2:1-11,Psalm 119:97-104,Proverbs 26:9-12
26-Oct-2018,Daniel 5:13-31,2 Peter 2:12-22,Psalm 119:105-112,Proverbs 26:13-16
27-Oct-2018,Daniel 6:1-18,2 Peter 3:1-11,Psalm 119:113-120,Proverbs 26:17
28-Oct-2018,Daniel 6:19-28,2 Peter 3:12-18,Psalm 119:121-128,Proverbs 26:18-19
29-Oct-2018,Daniel 7:1-14,1 John 1:1-4,Psalm 119:129-136,Proverbs 26:20
30-Oct-2018,Daniel 7:15-28,1 John 1:5-10,Psalm 119:137-152,Proverbs 26:21-22
31-Oct-2018,Daniel 8:1-14,1 John 2:1-6,Psalm 119:153-159,Proverbs 26:23
1-Nov-2018,Daniel 8:15-27,1 John 2:7-17,Psalm 119:160-168,Proverbs 26:24-26
2-Nov-2018,Daniel 9:1-27,1 John 2:18-29,Psalm 119:169-176,Proverbs 26:27
3-Nov-2018,Daniel 10:1-11:1,1 John 3:1-6,Psalm 120:1-7,Proverbs 26:28
4-Nov-2018,Daniel 11:2-12,1 John 3:7-13,Psalm 121:1-4,Proverbs 27:1-2
5-Nov-2018,Daniel 11:13-35,1 John 3:14-24,Psalm 121:5-8,Proverbs 27:3
6-Nov-2018,Daniel 11:36-45,1 John 4:1-6,Psalm 122:1-5,Proverbs 27:4-6
7-Nov-2018,Daniel 12:1-13,1 John 4:7-21,Psalm 122:6-9,Proverbs 27:7-9
8-Nov-2018,Hosea 1:1-2:1,1 John 5:1-12,Psalm 123:1-2,Proverbs 27:10
9-Nov-2018,Hosea 2:2-3:5,1 John 5:13-21,Psalm 123:3-4,Proverbs 27:11
10-Nov-2018,Hosea 4:1-19,2 John 1:1-6,Psalm 124:1-6,Proverbs 27:12
11-Nov-2018,Hosea 5:1-15,2 John 1:7-13,Psalm 124:7-8,Proverbs 27:13
12-Nov-2018,Hosea 6:1-7:16,3 John 1:1-4,Psalm 125:1-3,Proverbs 27:14
13-Nov-2018,Hosea 8:1-9:17,3 John 1:5-15,Psalm 125:4-5,Proverbs 27:15-16
14-Nov-2018,Hosea 10:1-11:12,Jude 1:1-19,Psalm 126:1-3,Proverbs 27:17
15-Nov-2018,Hosea 12:1-14:9,Jude 1:20-25,Psalm 126:4-6,Proverbs 27:18-20
16-Nov-2018,Joel 1:1-2:32,Revelation 1:1-8,Psalm 127:1-2,Proverbs 27:21-22
17-Nov-2018,Joel 3:1-21,Revelation 1:9-20,Psalm 127:3-5,Proverbs 27:23-27
18-Nov-2018,Amos 1:1-15,Revelation 2:1-7,Psalm 128:1-4,Proverbs 28:1
19-Nov-2018,Amos 2:1-3:15,Revelation 2:8-17,Psalm 128:5-6,Proverbs 28:2
20-Nov-2018,Amos 4:1-5:9,Revelation 2:18-29,Psalm 129:1-4,Proverbs 28:3-5
21-Nov-2018,Amos 5:10-6:14,Revelation 3:1-6,Psalm 129:5-8,Proverbs 28:6-7
22-Nov-2018,Amos 7:1-8:3,Revelation 3:7-13,Psalm 130:1-5,Proverbs 28:8-10
23-Nov-2018,Amos 8:4-9:15,Revelation 3:14-22,Psalm 130:6-8,Proverbs 28:11
24-Nov-2018,Obadiah 1:1-14,Revelation 4:1-6a,Psalm 131:1-132:9,Proverbs 28:12-13
25-Nov-2018,Obadiah 1:15-21,Revelation 4:6b-11,Psalm 132:10-12,Proverbs 28:14
26-Nov-2018,Jonah 1:1-2:10,Revelation 5:1-8,Psalm 132:13-18,Proverbs 28:15-16
27-Nov-2018,Jonah 3:1-4:11,Revelation 5:9-14,Psalm 133:1-2,Proverbs 28:17-18
28-Nov-2018,Micah 1:1-2:13,Revelation 6:1-8,Psalm 133:3,Proverbs 28:19-20
29-Nov-2018,Micah 3:1-4:13,Revelation 6:9-17,Psalm 134:1-135:4,Proverbs 28:21-22
30-Nov-2018,Micah 5:1-6:8,Revelation 7:1-8,Psalm 135:5-12,Proverbs 28:23-24
1-Dec-2018,Micah 6:9-7:20,Revelation 7:9-17,Psalm 135:13-21,Proverbs 28:25-26
2-Dec-2018,Nahum 1:1-2:13,Revelation 8:1-5,Psalm 136:1-12,Proverbs 28:27-28
3-Dec-2018,Nahum 3:1-19,Revelation 8:6-13,Psalm 136:13-26,Proverbs 29:1
4-Dec-2018,Habakkuk 1:1-2:11,Revelation 9:1-12,Psalm 137:1-4,Proverbs 29:2-4
5-Dec-2018,Habakkuk 2:12-3:19,Revelation 9:13-21,Psalm 137:5-9,Proverbs 29:5-8
6-Dec-2018,Zephaniah 1:1-2:15,Revelation 10:1-7,Psalm 138:1-6,Proverbs 29:9-11
7-Dec-2018,Zephaniah 3:1-20,Revelation 10:8-11,Psalm 138:7-8,Proverbs 29:12-14
8-Dec-2018,Haggai 1:1-15,Revelation 11:1-14,Psalm 139:1-12,Proverbs 29:15-17
9-Dec-2018,Haggai 2:1-23,Revelation 11:15-19,Psalm 139:13-24,Proverbs 29:18
10-Dec-2018,Zechariah 1:1-13,Revelation 12:1-9,Psalm 140:1-8,Proverbs 29:19-20
11-Dec-2018,Zechariah 1:14-21,Revelation 12:10-17,Psalm 140:9-13,Proverbs 29:21-22
12-Dec-2018,Zechariah 2:1-13,Revelation 12:18-13:10,Psalm 141:1-2,Proverbs 29:23
13-Dec-2018,Zechariah 3:1-10,Revelation 13:11-18,Psalm 141:3-10,Proverbs 29:24-25
14-Dec-2018,Zechariah 4:1-14,Revelation 14:1-12,Psalm 142:1-3a,Proverbs 29:26-27
15-Dec-2018,Zechariah 5:1-11,Revelation 14:13-20,Psalm 142:3b-7,Proverbs 30:1-4
16-Dec-2018,Zechariah 6:1-15,Revelation 15:1-4,Psalm 143:1-6,Proverbs 30:5-6
17-Dec-2018,Zechariah 7:1-14,Revelation 15:5-8,Psalm 143:7-12,Proverbs 30:7-9
18-Dec-2018,Zechariah 8:1-13,Revelation 16:1-11,Psalm 144:1-8,Proverbs 30:10
19-Dec-2018,Zechariah 8:14-23,Revelation 16:12-21,Psalm 144:9-15,Proverbs 30:11-14
20-Dec-2018,Zechariah 9:1-8,Revelation 17:1-8,Psalm 145:1-7,Proverbs 30:15-16
21-Dec-2018,Zechariah 9:9-17,Revelation 17:9-18,Psalm 145:8-21,Proverbs 30:17
22-Dec-2018,Zechariah 10:1-12,Revelation 18:1-10,Psalm 146:1-2,Proverbs 30:18-20
23-Dec-2018,Zechariah 11:1-17,Revelation 18:11-24,Psalm 146:3-10,Proverbs 30:21-23
24-Dec-2018,Zechariah 12:1-14,Revelation 19:1-10,Psalm 147:1-11,Proverbs 30:24-28
25-Dec-2018,Zechariah 13:1-9,Revelation 19:11-21,Psalm 147:12-20,Proverbs 30:29-31
26-Dec-2018,Zechariah 14:1-11,Revelation 20:1-10,Psalm 148:1-4,Proverbs 30:32
27-Dec-2018,Zechariah 14:12-21,Revelation 20:11-15,Psalm 148:5-14,Proverbs 30:33
28-Dec-2018,Malachi 1:1-14,Revelation 21:1-14,Psalm 149:1,Proverbs 31:1-7
29-Dec-2018,Malachi 2:1-17,Revelation 21:15-27,Psalm 149:2-9,Proverbs 31:8-9
30-Dec-2018,Malachi 3:1-18,Revelation 22:1-7,Psalm 150:1-5,Proverbs 31:10-24
31-Dec-2018,Malachi 4:1-6,Revelation 22:8-21,Psalm 150:6,Proverbs 31:25-31
